"Key","ID","RecordKey","External key","Source","Rank","Taxon","Common name","Taxon group","Kingdom","Order","Family","TaxonVersionKey","Site name","Original map ref","Latitude","Longitude","Projection (input)","Precision","Output map ref","Projection (output)","Biotope","VC number","Vice County","Date interpreted","Date from","Date to","Date type","Sample method","Recorder","Determiner","Recorder certainty","Sex","Stage","Count of sex or stage","Zero abundance","Comment","Sample comment","Images","Input on date","Last edited on date","Verification status 1","Verification status 2","Query","Verifier","Verified on","Licence","Automated checks"
868,"28918073","iBRC28918073","","iRecord | iRecord general data","Species","Tenuiphantes zimmermanni","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NHMSYS0020786004","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","Bentley, David","Certain","female","adult","O","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
869,"28918072","iBRC28918072","","iRecord | iRecord general data","Species","Neriene clathrata","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NBNSYS0100004232","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
870,"28918071","iBRC28918071","","iRecord | iRecord general data","Species","Linyphia triangularis","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NBNSYS0000009231","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
871,"28918068","iBRC28918068","","iRecord | iRecord general data","Species","Gnathonarium dentatum","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NBNSYS0000009001","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","female","adult","R","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
872,"28918066","iBRC28918066","","iRecord | iRecord general data","Species","Erigone dentipalpis","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NBNSYS0000009102","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","male","adult","R","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
873,"28918064","iBRC28918064","","iRecord | iRecord general data","Species","Bathyphantes gracilis","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NBNSYS0000009192","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","male","adult","R","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
874,"28918063","iBRC28918063","","iRecord | iRecord general data","Species","Philodromus aureolus","","spider (Araneae)","Animalia","Araneae","Philodromidae","NBNSYS0000008742","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","R","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
875,"28918062","iBRC28918062","","iRecord | iRecord general data","Species","Paidiscura pallens","","spider (Araneae)","Animalia","Araneae","Theridiidae","NBNSYS0100004384","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","not recorded","adult","P","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
876,"28918061","iBRC28918061","","iRecord | iRecord general data","Species","Pachygnatha clercki","","spider (Araneae)","Animalia","Araneae","Tetragnathidae","NBNSYS0000008923","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","Bentley, David","Certain","mixed","adult","O","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
877,"28918060","iBRC28918060","","iRecord | iRecord general data","Species","Metellina mengei","","spider (Araneae)","Animalia","Araneae","Tetragnathidae","NBNSYS0000008927","West wet wood Hatchmere","SJ55197215","53.24451381","-2.672874071","OSGB","10","SJ55197215","OSGB","Peatlands receiving water from surrounding landscape","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","mixed","adult","F","FALSE","","Wet woodland on peat body","","16/12/2022 19:45","16/12/2022 19:45","Unconfirmed","Not reviewed","","","","","Failed checks"
878,"28917987","iBRC28917987","","iRecord | iRecord general data","Species","Pogonognathellus longicornis","","springtail (Collembola)","Animalia","Entomobryomorpha","Tomoceridae","NHMSYS0020770715","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 19:01","16/12/2022 19:01","Unconfirmed","Not reviewed","","","","","Passed checks"
879,"28917986","iBRC28917986","","iRecord | iRecord general data","Species","Entomobrya albocincta","","springtail (Collembola)","Animalia","Entomobryomorpha","Entomobryidae","NBNSYS0100000334","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","16/12/2022 19:01","Unconfirmed","Not reviewed","","","","","Passed checks"
880,"28917984","iBRC28917984","","iRecord | iRecord general data","Species","Leptopeza borealis","","insect - true fly (Diptera)","Animalia","Diptera","Hybotidae","NBNSYS0000012327","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","female","adult","R","FALSE","","","","16/12/2022 19:01","16/12/2022 19:01","Unconfirmed","Not reviewed","","","","","Passed checks"
881,"28917983","iBRC28917983","","iRecord | iRecord general data","Family","Dixidae","Meniscus Midge","insect - true fly (Diptera)","Animalia","Diptera","Dixidae","NBNSYS0000037200","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","P","FALSE","","","","16/12/2022 19:01","16/12/2022 19:01","Unconfirmed","Not reviewed","","","","","Passed checks"
882,"28917981","iBRC28917981","","iRecord | iRecord general data","Species","Prionocera turcica","","insect - true fly (Diptera)","Animalia","Diptera","Tipulidae","NBNSYS0000007962","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","O","FALSE","Larva key used","","","16/12/2022 19:01","16/03/2023 15:02","Accepted","Correct","","Boardman, Pete","16/03/2023 15:02","","Passed checks"
883,"28917980","iBRC28917980","","iRecord | iRecord general data","Species","Nimbus contaminatus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Scarabaeidae","NHMSYS0021442535","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","11/07/2023 18:55","Accepted","Considered correct","","Mann, Darren","11/07/2023 18:55","","Passed checks"
884,"28917979","iBRC28917979","","iRecord | iRecord general data","Species","Stenopelmus rufinasus","Azolla Weevil","insect - beetle (Coleoptera)","Animalia","Coleoptera","Erirhinidae","NBNSYS0000025285","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","27/12/2022 16:47","Accepted","Considered correct","","Foster, Garth","27/12/2022 16:47","","Passed checks"
885,"28917978","iBRC28917978","","iRecord | iRecord general data","Species","Stenus cicindeloides","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NBNSYS0000023282","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","30/12/2022 15:49","Accepted","Considered correct","","Stenhouse, Don","30/12/2022 15:49","","Passed checks"
886,"28917977","iBRC28917977","","iRecord | iRecord general data","Species","Enochrus testaceus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Hydrophilidae","NHMSYS0001718086","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","female","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
887,"28917976","iBRC28917976","","iRecord | iRecord general data","Species","Enochrus coarctatus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Hydrophilidae","NBNSYS0000007725","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","female","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
888,"28917974","iBRC28917974","","iRecord | iRecord general data","Species","Cercyon convexiusculus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Hydrophilidae","NBNSYS0000007683","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
889,"28917973","iBRC28917973","","iRecord | iRecord general data","Species","Laccophilus minutus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Dytiscidae","NBNSYS0000007517","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
890,"28917972","iBRC28917972","","iRecord | iRecord general data","Species","Hyphydrus ovatus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Dytiscidae","NBNSYS0000007521","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
891,"28917971","iBRC28917971","","iRecord | iRecord general data","Species","Noterus clavicornis","Larger Noterus","insect - beetle (Coleoptera)","Animalia","Coleoptera","Noteridae","NHMSYS0001719173","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
892,"28917970","iBRC28917970","","iRecord | iRecord general data","Species","Rhantus suturalis","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Dytiscidae","NBNSYS0000007617","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","male","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
893,"28917968","iBRC28917968","","iRecord | iRecord general data","Species","Gyrinus marinus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Gyrinidae","NBNSYS0000007639","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","male","adult","F","FALSE","","","","16/12/2022 19:01","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
894,"28917967","iBRC28917967","","iRecord | iRecord general data","Species","Thumatha senex","Round-winged Muslin","insect - moth","Animalia","Lepidoptera","Erebidae","NHMSYS0021144411","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","R","FALSE","","","","16/12/2022 19:01","20/12/2022 08:29","Accepted","Considered correct","","Hind, Stephen","20/12/2022 08:29","","Failed checks"
895,"28917964","iBRC28917964","","iRecord | iRecord general data","Species","Stenodema (Brachystira) calcarata","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Miridae","NHMSYS0020309847","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 19:01","16/12/2022 19:01","Unconfirmed","Not reviewed","","","","","Passed checks"
896,"28917963","iBRC28917963","","iRecord | iRecord general data","Species","Nepa cinerea","Water Scorpion","insect - true bug (Hemiptera)","Animalia","Hemiptera","Nepidae","NHMSYS0000527563","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 19:01","17/12/2022 19:08","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:08","",""
897,"28917962","iBRC28917962","","iRecord | iRecord general data","Species","Ranatra (Ranatra) linearis","Water Stick Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Nepidae","NHMSYS0020309758","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 19:01","17/12/2022 19:08","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:08","",""
898,"28917961","iBRC28917961","","iRecord | iRecord general data","Species","Ilyocoris cimicoides","Saucer Bug","insect - true bug (Hemiptera)","Animalia","Hemiptera","Naucoridae","NHMSYS0000527549","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 19:01","17/12/2022 19:08","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:08","",""
899,"28917960","iBRC28917960","","iRecord | iRecord general data","Species","Notonecta (Notonecta) glauca","Common Backswimmer","insect - true bug (Hemiptera)","Animalia","Hemiptera","Notonectidae","NHMSYS0020309523","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 19:01","17/12/2022 19:08","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:08","",""
900,"28917959","iBRC28917959","","iRecord | iRecord general data","Species","Hesperocorixa sahlbergi","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Corixidae","NHMSYS0000527546","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:08","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:08","",""
901,"28917958","iBRC28917958","","iRecord | iRecord general data","Species","Gerris (Gerris) argentatus","Little Pondskater","insect - true bug (Hemiptera)","Animalia","Hemiptera","Gerridae","NHMSYS0020309252","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","male","adult","R","FALSE","","","","16/12/2022 19:01","17/12/2022 19:08","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:08","",""
902,"28917957","iBRC28917957","","iRecord | iRecord general data","Species","Microvelia (Microvelia) reticulata","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Veliidae","NHMSYS0020309466","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 19:01","17/12/2022 19:08","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:08","",""
903,"28917104","iBRC28917104","","iRecord | iRecord general data","Species","Erythromma najas","Red-eyed Damselfly","insect - dragonfly (Odonata)","Animalia","Odonata","Coenagrionidae","NBNSYS0000005610","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","O","FALSE","","","","16/12/2022 16:19","19/12/2022 13:19","Accepted","Considered correct","","Roberts, John","19/12/2022 13:19","","Failed checks"
904,"28917103","iBRC28917103","","iRecord | iRecord general data","Species","Oniscus asellus","Common Shiny Woodlouse","crustacean","Animalia","Isopoda","Oniscidae","NBNSYS0000008561","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 16:19","16/12/2022 19:29","Accepted","Considered correct","","Gregory, Steve","16/12/2022 19:29","",""
905,"28917102","iBRC28917102","","iRecord | iRecord general data","Species","Crangonyx pseudogracilis sens. str.","","crustacean","Animalia","Amphipoda","Crangonyctidae","NHMSYS0021199938","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","F","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Passed checks"
906,"28917101","iBRC28917101","","iRecord | iRecord general data","Species","Cypridopsis vidua","","crustacean","Animalia","Podocopida","Cyprididae","NHMSYS0001593423","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Passed checks"
907,"28917100","iBRC28917100","","iRecord | iRecord general data","Genus","Cyclops","","crustacean","Animalia","Cyclopoida","Cyclopidae","NHMSYS0021051247","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Passed checks"
908,"28917099","iBRC28917099","","iRecord | iRecord general data","Species","Sida crystallina","","crustacean","Animalia","Diplostraca","Sididae","NHMSYS0001593878","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
909,"28917098","iBRC28917098","","iRecord | iRecord general data","Species","Scapholeberis mucronata","","crustacean","Animalia","Diplostraca","Daphniidae","NHMSYS0001593872","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
910,"28917097","iBRC28917097","","iRecord | iRecord general data","Species","Eurycercus (Eurycercus) lamellatus","","crustacean","Animalia","Diplostraca","Eurycercidae","NHMSYS0001593567","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
911,"28917096","iBRC28917096","","iRecord | iRecord general data","Genus","Ergasilus","","crustacean","Animalia","Poecilostomatoida","Ergasilidae","NHMSYS0021052306","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Passed checks"
912,"28917094","iBRC28917094","","iRecord | iRecord general data","Species","Chydorus latus","","crustacean","Animalia","Diplostraca","Eurycercidae","NHMSYS0001593333","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","Bentley, David","Likely","not recorded","adult","O","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
913,"28917093","iBRC28917093","","iRecord | iRecord general data","Species","Oedothorax gibbosus","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NBNSYS0000009027","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","","Certain","mixed","adult","F","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
914,"28917092","iBRC28917092","","iRecord | iRecord general data","Species","Gnathonarium dentatum","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NBNSYS0000009001","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","Bentley, David","Certain","male","adult","R","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
915,"28917089","iBRC28917089","","iRecord | iRecord general data","Species","Tetragnatha extensa","","spider (Araneae)","Animalia","Araneae","Tetragnathidae","NBNSYS0000008917","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","","Certain","female","adult","R","FALSE","I had an adult!","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
916,"28917087","iBRC28917087","","iRecord | iRecord general data","Species","Metellina mengei","","spider (Araneae)","Animalia","Araneae","Tetragnathidae","NBNSYS0000008927","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","","Certain","not recorded","larva","R","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
917,"28917086","iBRC28917086","","iRecord | iRecord general data","Species","Piratula uliginosa","","spider (Araneae)","Animalia","Araneae","Lycosidae","NHMSYS0021453522","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2022","02/10/2022","02/10/2022","D","","Bentley, David","Bentley, David","Certain","mixed","adult","O","FALSE","","","","16/12/2022 16:19","16/12/2022 16:19","Unconfirmed","Not reviewed","","","","","Failed checks"
918,"28917031","iBRC28917031","","iRecord | iRecord general data","Species","Sphaerium corneum","Horny Orb Mussel","mollusc","Animalia","Veneroida","Sphaeriidae","NBNSYS0000006786","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","not recorded","R","FALSE","","","","16/12/2022 15:55","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
